report_id,description,report_type,location,department,hazard_category,unsafe_act,unsafe_condition,context,label,sif_potential,risk_level
REP-2113,Overhead crane tracks inspected for alignment and structural integrity.,SAFE_COMPLIANCE,Machine Shop,Maintenance,SUSPENDED_LOAD,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2114,Crane load indicator alarm malfunctioned and failed to warn of overload.,UNSAFE_CONDITION,Mobile Crane 4,Logistics,SUSPENDED_LOAD,FAULTY_INDICATOR,OVERLOAD_RISK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2115,Synthetic slings stored in dry shade cabinet away from direct sunlight.,SAFE_COMPLIANCE,Rigging Store,HSE,SUSPENDED_LOAD,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2116,Lifting beam twisted during asymmetrical dual crane lift.,NEAR_MISS,Construction Site A,Construction,SUSPENDED_LOAD,ASYMMETRICAL_LIFT,TWISTED_BEAM,NEAR_MISS,SIF_PRECURSOR,1,HIGH
REP-2117,Safety latch on chain block hook engaged correctly prior to pull.,SAFE_COMPLIANCE,Pump Station 2,Maintenance,SUSPENDED_LOAD,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2118,Worker pulled suspended load towards body using hands instead of tag line.,UNSAFE_ACT,Deck Area,Logistics,SUSPENDED_LOAD,MANUAL_PULL,NO_TAG_LINE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2119,Weight of skid verified against manifest before selecting crane size.,SAFE_COMPLIANCE,Staging Yard,Logistics,SUSPENDED_LOAD,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2120,Lifting pad eye weld cracked on vessel shell during uprighting lift.,NEAR_MISS,Fabrication Yard,Quality,SUSPENDED_LOAD,WELD_FAILURE,CRACKED_PAD_EYE,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2121,Hot work welding performed near flammable crude storage without hot work permit or fire watch.,UNSAFE_ACT,Tank Farm B,Operations,HOT_WORK,NO_PERMIT_WELDING,FLAMMABLE_VAPOR,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2122,High pressure gas pipeline flange leaking hydrocarbon gas near compressor station.,UNSAFE_CONDITION,Compressor Station 2,Pipeline,PRESSURE_SYSTEMS,NONE,FLANGE_LEAK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2123,Isolation valve bypassed on high pressure gas injection wellhead.,UNSAFE_ACT,Wellhead Site 14,Drilling,PRESSURE_SYSTEMS,BYPASSED_VALVE,HIGH_PRESSURE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2124,Grinding operation conducted without spark guard near gas manifold.,UNSAFE_ACT,Workshop 2,Maintenance,HOT_WORK,NO_SPARK_GUARD,GAS_MANIFOLD_PROXIMITY,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2125,Oxygen cylinder and acetylene cylinder stored together without firewall partition.,UNSAFE_CONDITION,Welding Shop,Maintenance,HOT_WORK,IMPROPER_STORAGE,MIXED_CYLINDERS,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2126,Welder used fire blanket containment and posted dedicated fire watch with extinguisher.,SAFE_COMPLIANCE,Pipe Shop,Maintenance,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2127,Pressure relief valve PRV tested and calibrated at certified test bench.,SAFE_COMPLIANCE,Relief Shop,Maintenance,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2128,Pipe fitter loosened flange bolts on live 40 bar steam line without pressure bleed.,UNSAFE_ACT,Boiler Plant,Maintenance,PRESSURE_SYSTEMS,UNBLEED_OPENING,HIGH_PRESSURE_STEAM,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2129,Hydrotest executed with safety distance barricades and pressure gauge at remote station.,SAFE_COMPLIANCE,Pipeline Loop 3,Quality,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2130,Hot work permit issued after LEL measurement recorded 0.0% gas concentration.,SAFE_COMPLIANCE,Process Platform,Safety,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2131,Gas cutting hose leaked acetylene near torch handle causing flashback flame.,NEAR_MISS,Rig Workshop,Maintenance,HOT_WORK,LEAKING_HOSE,FLASHBACK,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2132,Flashback arrestors installed on both oxygen and fuel gas regulator outlets.,SAFE_COMPLIANCE,Welding Trolley 2,Safety,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2133,Corroded piping elbow failed under operating pressure of 80 bar.,UNSAFE_CONDITION,Manifold Station 4,Integrity,PRESSURE_SYSTEMS,CORROSION_FAILURE,HIGH_PRESSURE_BURST,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2134,Welding stopped immediately when oil trace discovered near drain trench.,PREVENTED_EVENT,Unit 3 Trench,Safety,HOT_WORK,NONE,OIL_TRACE,PREVENTED_EVENT,NON_SIF_PRECURSOR,0,LOW
REP-2135,Pressure bleed valve opened slowly into closed drain vessel per procedure.,SAFE_COMPLIANCE,Separator V-101,Operations,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2136,Operator attempted hammer tightening of leaking flange while under 50 bar pressure.,UNSAFE_ACT,Injection Header,Operations,PRESSURE_SYSTEMS,HAMMERING_UNDER_PRESSURE,PRESSURIZED_FLANGE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2137,Fire watch remained at welding site for 30 minutes after hot work completed.,SAFE_COMPLIANCE,Tank Farm C,Safety,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2138,Compressed gas cylinder moved without protective valve cap installed.,UNSAFE_ACT,Cylinder Store,Logistics,PRESSURE_SYSTEMS,NO_VALVE_CAP,CYLINDER_HAZARD,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2139,Flexible steam hose coupling disconnected while pressurized scalding operator.,NEAR_MISS,Utility Station 1,Operations,PRESSURE_SYSTEMS,PRESSURIZED_DISCONNECT,STEAM_RELEASE,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2140,Ultrasonic thickness measurement verified pipe wall within safety limits.,SAFE_COMPLIANCE,Line 104,Inspection,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2141,Hot work stopped due to gas odor reported near sewer drain.,PREVENTED_EVENT,Sewer Drain 2,Safety,HOT_WORK,NONE,GAS_ODOR,PREVENTED_EVENT,NON_SIF_PRECURSOR,0,LOW
REP-2142,Bypassed thermal relief valve on crude oil heat exchanger train.,UNSAFE_ACT,Exchanger E-102,Maintenance,PRESSURE_SYSTEMS,BYPASSED_RELIEF_VALVE,OVERPRESSURE_RISK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2143,Gas cylinder secured upright in trolley with safety chain.,SAFE_COMPLIANCE,Workshop 1,Maintenance,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2144,Hydrotest pressure relief valve burst disc ruptured at set pressure safely.,SAFE_COMPLIANCE,Testing Skid,Quality,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2145,Worker struck by flying pressure gauge needle plug during calibration failure.,NEAR_MISS,Instrument Lab,Maintenance,PRESSURE_SYSTEMS,GAUGE_FAILURE,FLYING_OBJECT,NEAR_MISS,SIF_PRECURSOR,1,HIGH
REP-2146,Spark containment screen erected around structural welding area.,SAFE_COMPLIANCE,Module 4,Construction,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2147,Hot tapping performed on live crude line without qualified procedure certification.,UNSAFE_ACT,Main Pipeline,Pipeline,PRESSURE_SYSTEMS,UNQUALIFIED_HOT_TAP,HIGH_PRESSURE_CRUDE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2148,Fire extinguisher pressure gauge verified in green zone before hot work.,SAFE_COMPLIANCE,Site Gate,Safety,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2149,Vessel manway cover opened under 2 bar residual pressure blowing gasket into yard.,NEAR_MISS,Desalter 1,Operations,PRESSURE_SYSTEMS,RESIDUAL_PRESSURE_OPENING,BLOWN_GASKET,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2150,Welding machine frame grounded with copper clamp.,SAFE_COMPLIANCE,Maintenance Shed,Electrical,HOT_WORK,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2151,Forklift driving at high speed in pedestrian walking zone without sounding horn.,UNSAFE_ACT,Warehouse 1,Logistics,GENERAL_SAFETY,SPEEDING_FORKLIFT,PEDESTRIAN_ZONE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2152,Tripped on an extension cord in office hallway no injury reported.,UNSAFE_CONDITION,Main Admin Office,Administration,GENERAL_SAFETY,NONE,CORD_TRIP_HAZARD,UNSAFE_BEHAVIOR,NON_SIF_PRECURSOR,0,LOW
REP-2153,Spilled coffee on breakroom counter during lunch hour cleaned up immediately.,SAFE_COMPLIANCE,Cafeteria,Services,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2154,Minor paper cut while printing safety documentation in office.,UNSAFE_ACT,Admin Building,HSE,GENERAL_SAFETY,NONE,PAPER_CUT,UNSAFE_BEHAVIOR,NON_SIF_PRECURSOR,0,LOW
REP-2155,Dust fell in eye due to not wearing safety goggles while sweeping workshop.,UNSAFE_ACT,Central Workshop,Workshop,GENERAL_SAFETY,NO_GOGGLES,DUST_EXPOSURE,UNSAFE_BEHAVIOR,NON_SIF_PRECURSOR,0,LOW
REP-2156,Slipped on wet floor near water cooler in hallway.,UNSAFE_CONDITION,Admin Building 1st Floor,Administration,GENERAL_SAFETY,NONE,WET_FLOOR,UNSAFE_BEHAVIOR,NON_SIF_PRECURSOR,0,LOW
REP-2157,Fire extinguisher pressure gauge reading low in generator room.,UNSAFE_CONDITION,Generator Room,HSE,GENERAL_SAFETY,NONE,LOW_PRESSURE_EXTINGUISHER,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2158,Excavation 2 meters deep dug without shoring or sloping collapses near worker.,NEAR_MISS,Pipeline Trench 4,Civil,GENERAL_SAFETY,NO_SHORING,TRENCH_COLLAPSE,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2159,Trench excavation slope inspected and soil benching verified before entry.,SAFE_COMPLIANCE,Trench 2,Civil,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2160,Chemical drum leaking concentrated sulfuric acid without secondary containment.,UNSAFE_CONDITION,Chemical Store,Operations,GENERAL_SAFETY,NO_CONTAINMENT,ACID_LEAK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2161,Eye wash station inspected and water flow tested weekly.,SAFE_COMPLIANCE,Lab 1,HSE,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2162,Worker removed machine rotating coupling guard while pump was running.,UNSAFE_ACT,Pump House B,Maintenance,GENERAL_SAFETY,REMOVED_GUARD,RUNNING_MACHINE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2163,Machine guard inspected and remained securely installed.,SAFE_COMPLIANCE,Pump House B,Maintenance,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2164,Heavy truck backed up in plant area without reverse alarm or banksman.,UNSAFE_ACT,Main Gate Road,Logistics,GENERAL_SAFETY,BACKING_WITHOUT_BANKSMAN,NO_REVERSE_ALARM,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2165,Banksman escorted heavy haulage truck safely through site road.,SAFE_COMPLIANCE,Site Road 1,Logistics,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2166,Blocked emergency escape door with wooden pallets inside warehouse.,UNSAFE_CONDITION,Warehouse 3,Logistics,GENERAL_SAFETY,BLOCKED_EXIT,FIRE_HAZARD,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2167,Emergency escape routes kept clear of obstacles and illuminated.,SAFE_COMPLIANCE,Admin Building,HSE,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2168,Unprotected open excavation 3 meters deep without lighting or barricade fence.,UNSAFE_CONDITION,Camp Road,Civil,GENERAL_SAFETY,NO_BARRICADE,UNLIT_PIT,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2169,Hard hats and safety boots worn by all personnel inside operational area.,SAFE_COMPLIANCE,Plant Entrance,Safety,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2170,Worker operated high pressure water hydro-blaster without face shield or Kevlar suit.,UNSAFE_ACT,Exchanger Yard,Maintenance,GENERAL_SAFETY,NO_HYDROBLAST_PPE,HIGH_PRESSURE_WATER,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2171,Safety goggles replaced due to minor surface scratch.,SAFE_COMPLIANCE,PPE Store,HSE,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2172,Gasoline stored in unapproved glass container inside maintenance office.,UNSAFE_CONDITION,Field Office,Maintenance,GENERAL_SAFETY,UNAPPROVED_CONTAINER,FLAMMABLE_STORAGE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2173,Flammable liquids stored in designated yellow fire-rated cabinet.,SAFE_COMPLIANCE,Lab Store,Safety,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2174,Worker reached inside operating conveyor belt to clear jammed stone.,UNSAFE_ACT,Crusher Unit,Operations,GENERAL_SAFETY,REACHED_RUNNING_CONVEYOR,ENTANGLEMENT_RISK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2175,Conveyer belt emergency pull cord tested and operational.,SAFE_COMPLIANCE,Conveyor Line 1,Maintenance,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2176,Contractor worked inside noise zone above 90 dB without ear protection.,UNSAFE_ACT,Compressor Room,Maintenance,GENERAL_SAFETY,NO_EAR_DEFENDERS,HIGH_NOISE,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2177,Ear plugs distributed at compressor building entrance.,SAFE_COMPLIANCE,Compressor Entrance,HSE,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2178,Scaffolding pipe dropped from truck bed during unloading striking worker helmet.,NEAR_MISS,Laydown Yard 1,Logistics,GENERAL_SAFETY,UNCONTROLLED_UNLOADING,DROPPED_PIPE,NEAR_MISS,SIF_PRECURSOR,1,HIGH
REP-2179,Safety briefing toolbox talk conducted for all rig crew prior to shift.,SAFE_COMPLIANCE,Rig Floor,Drilling,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2180,Hydraulic winch line snapped under strain whipping past operator station.,NEAR_MISS,Drilling Floor,Drilling,GENERAL_SAFETY,LINE_SNAP,WHIPPING_CABLE,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2181,Winch line inspected and lubricated per maintenance schedule.,SAFE_COMPLIANCE,Winch Deck,Maintenance,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2182,Chemical splash suit torn during hazardous acid transfer operation.,UNSAFE_CONDITION,Acid Plant,Operations,GENERAL_SAFETY,TORN_SUIT,ACID_HAZARD,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2183,Chemical resistant gloves worn during routine oil sampling.,SAFE_COMPLIANCE,Sampling Point 3,Operations,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2184,Heavy iron tongs slipped from drill pipe during makeup nearly crushing foot.,NEAR_MISS,Rig Floor 2,Drilling,GENERAL_SAFETY,TONG_SLIP,PINCH_POINT,NEAR_MISS,SIF_PRECURSOR,1,HIGH
REP-2185,Steel toe boots inspected and in good condition.,SAFE_COMPLIANCE,Change House,Safety,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2186,Grinding wheel operated at RPM higher than rated wheel maximum.,UNSAFE_ACT,Machine Shop,Maintenance,GENERAL_SAFETY,EXCEEDED_RPM,BURST_WHEEL_RISK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2187,Grinding wheel speed rating matched tool specification.,SAFE_COMPLIANCE,Tool Room,Maintenance,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2188,Gas leak detector battery dead during field inspection rounds.,UNSAFE_CONDITION,Metering Station,Instruments,GENERAL_SAFETY,NONE,DEAD_BATTERY_DETECTOR,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2189,Gas leak detector battery replaced and span test passed.,SAFE_COMPLIANCE,Instrument Shop,Instruments,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2190,Ruptured high pressure air hose whipped around shop floor until isolated.,NEAR_MISS,Pneumatic Shop,Maintenance,GENERAL_SAFETY,WHIPPING_HOSE,RUPTURED_AIR_LINE,NEAR_MISS,SIF_PRECURSOR,1,CRITICAL
REP-2191,Whip check safety cables installed on all high pressure pneumatic hose couplings.,SAFE_COMPLIANCE,Utility Shop,Safety,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2192,Scaffold plank missing overhang clip resulting in plank tilting when stepped on.,NEAR_MISS,Unit 5 Structure,Civil,WORKING_AT_HEIGHT,TILTING_PLANK,MISSING_CLIP,NEAR_MISS,SIF_PRECURSOR,1,HIGH
REP-2193,Scaffold platform fully planked without gaps or overhang defects.,SAFE_COMPLIANCE,Unit 5 Structure,Civil,WORKING_AT_HEIGHT,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2194,Diesel generator exhaust discharging directly into enclosed workshop.,UNSAFE_CONDITION,Field Workshop 4,Maintenance,GENERAL_SAFETY,INDOOR_EXHAUST,CARBON_MONOXIDE_HAZARD,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2195,Generator exhaust piped outdoors away from air intake vents.,SAFE_COMPLIANCE,Field Workshop 4,Maintenance,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2196,Pressure vessel relief line plugged with hardened scale deposit.,UNSAFE_CONDITION,Separator V-401,Integrity,PRESSURE_SYSTEMS,PLUGGED_RELIEF,OVERPRESSURE_HAZARD,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,CRITICAL
REP-2197,Pressure vessel relief line inspected and cleared during turnaround.,SAFE_COMPLIANCE,Separator V-401,Maintenance,PRESSURE_SYSTEMS,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2198,Lifting hook safety latch spring missing allowing sling to slip off hook.,UNSAFE_CONDITION,Crane 5 Hook,Logistics,SUSPENDED_LOAD,SLIP_OFF_SLING,DEFECTIVE_HOOK,UNSAFE_BEHAVIOR,SIF_PRECURSOR,1,HIGH
REP-2199,Lifting hook safety latch spring replaced and inspected.,SAFE_COMPLIANCE,Crane 5 Hook,Maintenance,SUSPENDED_LOAD,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
REP-2200,Safety audit completed for monthly site inspection with zero critical findings.,SAFE_COMPLIANCE,Entire Facility,HSE,GENERAL_SAFETY,NONE,NONE,SAFE_COMPLIANCE,NON_SIF_PRECURSOR,0,LOW
